razon_social,nombre_producto,numero_autorizacion,especies_autorizadas
"Celtic Holland Division Mexico, S.A. de C.V.",Celtic Pregnancy,A-0151-037,"en el alimento de bovinos de leche, bovinos de carne y porcinos"
"Cento de Abasto Canino, S.A. de C.V.",X-Dog Razas Pequeñas,A-0793-011,perros
Centro Abarrotero del Bajio S.A. de C.V.,Lactol Puppy Milk,A-1207-025,can
"Centro Abarrotero del Bajio, S.A. de C.V.",Kiki Golden Mousse,A-1207-001,aves ornato
"Centro Abarrotero del Bajio, S.A. de C.V.",Kiki Rood Mousse,A-1207-002,aves ornato
"Centro Abarrotero del Bajio, S.A. de C.V.",Kiki Tropifruta 5 Kg,A-1207-009,aves de ornato
"Centro Abarrotero del Bajio, S.A. de C.V.",Kiki Plumifort,A-1207-010,aves de ornato
"Centro Abarrotero del Bajio, S.A. de C.V.",Kiki Provital,A-1207-011,aves de ornato
"Centro Abarrotero del Bajio, S.A. de C.V.",Kiki Dinamic Protein,A-1207-012,aves de ornato
"Centro de Abasto Canino, S.A. de C.V.",Ladracan,A-0793-001,can
"Centro de Abasto Canino, S.A. de C.V.",X-Dog,A-0793-002,can
"Centro de Abasto Canino, S.A. de C.V.",X-Dog Puppy,A-0793-003,can
"Centro de Abasto Canino, S.A. de C.V.",Magic Cat,A-0793-004,fel
"Centro de Abasto Canino, S.A. de C.V.",Criador Adulto,A-0793-005,can
"Centro de Abasto Canino, S.A. de C.V.",Criador Cachorro,A-0793-006,can
"Centro de Abasto Canino, S.A. de C.V.",X-Dog-Basic,A-0793-007,can
"Centro de Abasto Canino, S.A. de C.V.",X Dog Force,A-0793-008,sin dato
"Centro de Abasto Canino, S.A. de C.V.",X-Dog Alimento Húmedo,A-0793-009,can
"Centro de Abasto Canino, S.A. de C.V.",X Dog Pro,A-0793-010,can
"Centro de Abasto Canino, S.A. de C.V.",X-Dog Alimento Húmedo Sabor Cerdo,A-0793-012,can
"Centro de Abasto Canino, S.A. de C.V.",X-Cat Alimento Húmedo Sabor Pollo,A-0793-013,fel
"Centro de Abasto Canino, S.A. de C.V.",Trocitos de Carne Crupis-Beef Bites,A-0793-014,sin dato
"Centro de Abasto Canino, S.A. de C.V.",Dental Care Superperro,A-0793-021,can
"Chr Habsen de Mexico, S.A de C.V",Bovamine Defend 5K,A-0198-029,bov car
"Chr Hansen de Mexico, S.A. de C.V.",Bioplus 2B-20,A-0198-001,uso en el alimento para animales (aditivo)
"Chr Hansen de Mexico, S.A. de C.V.",Bioplus 2B,A-0198-002,suplemento alimenticio
"Chr Hansen de Mexico, S.A. de C.V.",Gallipro Tect 10 G,A-0198-023,aditivo alimenticio
"Chr Hansen de Mexico, S.A. de C.V.",Probios Precise,A-0198-024,uso en el alimento para animales (aditivo)
"Chr Hansen de Mexico, S.A. de C.V.",Solpreme,A-0198-031,por
"Chr Hansen de México, S.A. de C.V.",Bio-Sile Ws,A-0198-006,no aplica
"Chr Hansen de México, S.A. de C.V.",Probios Granulos Alimenticios,A-0198-012,"bov (carne: becerros, recepión en corral/en pastoreo/hospital; lechero: becerras, vacas hospital) por (hembras, iniciador/crecimiento) equi (potros, adultos), ovejas y cabras"
"Chr Hansen de México, S.A. de C.V.",Probios Polvo Dispersable,A-0198-013,"por, bov (carne y leche, equ, ovi, cap"
"Chr Hansen de México, S.A. de C.V.",Probios Gel Oral Bovino Uno,A-0198-014,"bov (carne: becerros, recepión en corral/en pastoreo/hospital; lechero: becerras, vacas hospital) por (hembras, iniciador/crecimiento) equi (potros, adultos), ovejas y cabras"
"Chr Hansen de México, S.A. de C.V.",Bio Plus 2Bw,A-0198-021,por (recién destetados)
"Chr Hansen de México, S.A. de C.V.",Gallipro 10G,A-0198-022,avi
"Chr Hansen de México, S.A. de C.V.",Bioplus Yc Concentrate,A-0198-025,cer
"Chr Hansen de México, S.A. de C.V.",Gallipro Fit 11G,A-0198-026,aves
"Chr Hansen de México, S.A. de C.V.",Silo Solve Fc,A-0198-027,en el alimento
"Chr Hansen de México, S.A. de C.V.",Silo Solve Mc,A-0198-028,en el alimento
"Cid Lines Mexico, S.A. de C.V.",Kenovit E,A-9305-001,"suplemento alimenticio para cerdos, aves y terneros"
"Clariant (Mexico), S.A. de C.V.",Toxisorb Premim,A-7955-002,"bov, por, ave, can y fel"
"Clariant (Mexico), S.A. de C.V.",Toxisorb Classic,A-7955-003,"bov, por, ave, can y fel"
"Clinica Equina San Jose, S.A. de C.V.",Platinum Performance Equine,A-0960-002,equ
"Clinica Equina San Jose, S.A. de C.V.",Platinum Performance Cj,A-0960-003,equ
"Clinica Equina San Jose, S.A. de C.V.",Platinum Power,A-0960-005,equ
"Clinica Equina San Jose, S.A. de C.V.",Ortho-Chon Ii Ha,A-0960-009,equ
"Clinica Equina San Jose, S.A. de C.V.",Ortho-Chon Ii,A-0960-011,equ
"Clinica Equina San Jose, S.A. de C.V.",Platinum Performance Canine,A-0960-012,can
"Clinica Equina San Jose, S.A. de C.V.",Platinum Performance Gi,A-0960-013,equinos
"Collins Division Veterinaria, S.A. de C.V.",Fungicoll,A-7701-007,sin dato
"Coloidales Duche, S.A. de C.V.",Gelipet,A-9915-001,suplemento proteico a base de colageno hidrolizado para perros y gatos.
"Coloidales Duche, S.A. de C.V.",Gelipet Natural,A-9915-002,perros y gatos
"Coloidales Duche, S.A. de C.V.",Gelipet Antiestres,A-9915-003,sin dato
Comercial Agropecuaria de Aguascalientes,Canplanet Complete Adulto,A-10897-006,
"Comercial City Fresco, S. de R.L. de C.V.",Ke Precio,A-9905-004,can
"Comercial City Fresco, S. de R.L. de C.V.",Ke Precio,A-9905-005,can
Comercial City Fresko S. de R.L. de C.V.,Pet´S Club Sabor a Pollo,A-9905-006,can
"Comercial City Fresko, S. de R.L. de C.V.",Pet´S Club Sabor Res,A-9905-007,can
"Comercial City Fresko, S.A. de C.V.",Pet'S Club Alimento Para Cachorros,A-9905-001,can
"Comercial City Fresko, S.A. de C.V.",Pet'S Club Alimento Para Gato,A-9905-002,cat
"Comercial City Fresko, S.A. de C.V.",Pet'S Club Alimento Para Perros,A-9905-003,can
"Comercial Forrajera de Lagos, S.A. de C.V.",Woow Mini,A-1871-006,can
"Comercial Forrajera de Lagos, S.A. de C.V.",Woow Premium,A-1871-007,can
"Comercial Forrajera de Lagos, S.A. de C.V.",Misy,A-1871-008,fel
"Comercial Forrajera de Lagos, S.A. de C.V.",Guf¡ Econocan,A-1871-009,alimento para perros adultos
"Comercial Forrajera de Lagos, S.A. de C.V.",Woow Pro Nutrition,A-1871-012,can
"Comercial Forrajera de Lagos, S.A. de C.V.",Engorda Ganado Plus,A-1871-010,bov eng
"Comercial Pecuaria de Occidente, S.P.R. de R.L. de C.V.",Zilage Total,A-10615-011,en el alimento
"Comercializadora Armugo, S.A. de C.V.",Pet Protec,A-10883-001,sin dato
"Comercializadora Basvel, S.A. de C.V.",Natural Crunchy Cookies For Dogs Vegetable,A-10816-001,can
"Comercializadora Basvel, S.A. de C.V.",Natural Crunchy Cookies For Dogs Vanilla,A-10816-002,can
"Comercializadora Basvel, S.A. de C.V.",Natural Crunchy Cookies For Dogs Salmon,A-10816-003,can
"Comercializadora Basvel, S.A. de C.V.",Natural Crunchy Cookies For Dogs Mint,A-10816-004,can
"Comercializadora Basvel, S.A. de C.V.",Natural Crunchy Cookies For Dogs Chocolate,A-10816-005,can
"Comercializadora Basvel, S.A. de C.V.",Yowup Perros Prebiotics,A-10816-007,can
"Comercializadora Basvel, S.A. de C.V.",Yowup Gatos Prebiotics,A-10816-008,fel
"Comercializadora Basvel, S.A. de C.V.",Yowup Perros Articular,A-10816-009,can
"Comercializadora Basvel, S.A. de C.V.",Yowup Perros Skin & Hair,A-10816-010,can
"Comercializadora Basvel, S.A. de C.V.",Yowup Gatos Skin & Hair,A-10816-011,fel
Comercializadora Cjm S.A de C.V.,"Diamond Naturals Senior Dog Chicken, Egg & Oatmeal Formula",A-7342-022,can
Comercializadora Cjm S.A de C.V.,Diamond Naturals Small Breed Adult Dog Lamb & Rice Formula,A-7342-023,can
Comercializadora Cjm S.A de C.V.,Diamond Naturals Indoor Cat Chicken & Rice Formula,A-7342-029,fel
Comercializadora Cjm S.A de C.V.,Tasted Of The Wild Canyon River Feline Recipe With Trout & Smoked-Flavored Salmon,A-7342-045,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild Wetlands Canine Recipe With Roasted Fowl,A-7342-047,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild Pacific Stream Canine Recipe With Smoke-Flavored Salmon,A-7342-048,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild High Prairie Puppy Recipe With Roasted Bison & Roasted Venison,A-7342-050,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild High Prairie Canine Recipe With Roasted Bison & Roasted Venison,A-7342-051,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild Wetlands Canine Recipe With Fowl In Gravy,A-7342-056,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild Canyon River Feline Recipe With Trout And Salmon In Gravy,A-7342-057,fel
Comercializadora Cjm S.A de C.V.,Diamond Care Weight Management Formula For Adult Cats,A-7342-058,fel
Comercializadora Cjm S.A de C.V.,Diamond Care Weight Management Formula For Adult Dogs,A-7342-059,can
Comercializadora Cjm S.A de C.V.,Diamond Care Sensitive Stomach Formula For Adult Dogs,A-7342-061,can
Comercializadora Cjm S.A de C.V.,Diamond Care Sensitive Skin Formula For Adult Dogs,A-7342-062,can
Comercializadora Cjm S.A de C.V.,Diamond Care Urinary Support Formula For Adult Cats,A-7342-063,fel
Comercializadora Cjm S.A de C.V.,Taste Of The Wild Ancient Wetlands Canine Recipe With Roasted Fowl,A-7342-066,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild Ancient Stream Canine Recipe With Smoke-Flavored Salmon,A-7342-069,can
Comercializadora Cjm S.A de C.V.,Taste Of The Wild Sierra Mountain Canine Recipe With Lamb In Gravy,A-7342-084,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Maintenence Formulated For Moderately Active Adult Dogs,A-7342-004,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Adult Dog Lamb Meal & Rice Formula,A-7342-005,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Large Breed Puppy Lamb & Rice Formula,A-7342-006,can (cachorros)
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Small Breed Adult Dog Chicken & Rice Formula,A-7342-024,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Small & Medium Breed Puppy Chicken & Rice Formula,A-7342-025,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals All Life Stages Dog Chicken & Rice Formula,A-7342-026,can (cachorro y adulto)
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Light Adult Dog Lamb Meal & Rice Formula,A-7342-032,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Kitten Chicken & Rice Formula,A-7342-040,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Pacific Stream Canine Formula With Salmon In Gravy,A-7342-054,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Rocky Mountain Feline Formula With Salmon And Roasted Venison In Gravy,A-7342-055,fel
"Comercializadora Cjm, S.A. de C.V.",Diamond Care Rx Renal Formula For Adult Dogs,A-7342-060,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Skin & Coat All Life Stages Dog Salmon & Potato Formula,A-7342-065,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Ancient Mountain Canine,A-7342-067,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Ancient Prairie Canine,A-7342-068,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Dowland Creek,A-7342-070,fel
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Pine Forest Canine,A-7342-071,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Prey Trout,A-7342-072,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Prey Angus Beef,A-7342-073,fel
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Prey Angus Beef,A-7342-074,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Prey Turkey,A-7342-075,fel
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Prey Turkey,A-7342-076,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Beef Dinner For Adult Dogs & Puppies,A-7342-077,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Chicken Dinner For Adult Cats & Kittens,A-7342-078,fel
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Chicken Dinner For Adult Dogs & Puppies,A-7342-079,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Indoor Car Hairball Control Dinner For Adult Cats,A-7342-080,fel
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Lamb Dinner For Adult Dogs,A-7342-081,can
"Comercializadora Cjm, S.A. de C.V.",Diamond Naturals Whitefish Dinner For Adult Cats & Kittens,A-7342-082,fel
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild High Prairie Canine Recipe With Bison In Gravy,A-7342-083,can
"Comercializadora Cjm, S.A. de C.V.",Taste Of The Wild Southwest Canyon Canine Recipe With Wild Boar,A-7342-085,can
"Comercializadora de Alimentos Balanceados Nutres, S.A. de C.V.",Pro Dog Hiper Nutres,A-10134-007,ave eng
"Comercializadora de Alimentos Balanceados Nutres, S.A. de C.V.",Ganado Lechero 18% Especial Linea Campestre,A-10134-009,bov lec
"Comercializadora de Alimentos Balanceados Nutres, S.A. de C.V.",Postura Fase Ii Linea Normal,A-10134-011,ave post.
"Comercializadora de Alimentos Balanceados Nutres, S.A. de C.V.",Ganado Lechero 18% Sin Urea Linea Ultra,A-10134-012,bov. leche
"Comercializadora de Alimentos Balanceados Nutres, S.A. de C.V.",Finalizador Pollo de Engorda Linea Normal,A-10134-013,ave eng.
"Comercializadora de Alimentos Balanceados Nutres, S.A. de C.V.",Ganado Lechero 20% Pelet Linea Campestre,A-10134-014,bov. leche
"Comercializadora de Alimentos Balanceados Nutres, S.A. de C.V.",Ganado Lechero 20% Pelet Linea Ultra,A-10134-015,bov. leche
"Comercializadora de Sales Minerales Para la Agroindustria, S.A. de C.V.",Bactericida Bf-X11,A-0756-004,sin dato
"Comercializadora de Sales Minerales Para la Agroindustria, S.A. de C.V.",Fungicida Fx11,A-0756-005,uso en alimento para animales
"Comercializadora de Sales Minerales Para la Agroindustria, S.A. de C.V.",Bactericida Bf-X11,A-0756-007,"aves de postura, pollo de engorda, bovinos de leche, carne, cerdos post destete, engorda y maternidad"
"Comercializadora de Sales Minerales Para la Agroindustria, S.A. de C.V.",Comsa Fix Inaktiva,A-0756-010,"ave eng, ave pos, por, bov lech, bov eng, ovi, cap"
"Comercializadora de Sales Minerales Para la Agroindustria, S.A. de C.V.",Comsa Fix Inaktiva Hr,A-0756-011,"ave eng, ave pos, por, bov lech, bov eng, ovi, cap"
"Comercializadora de Sales Minerales Para la Agroindustria, S.A. de C.V.",Comsanox 20,A-0756-023,adicionado para elaborar alimento para mascotas
"Comercializadora de Sales Minerales Para la Agroindustria, S.A. de C.V.",Comsanox 17,A-0756-026,sin dato
"Comercializadora E Industrializadora Loher, S.A. de C.V.",Xaltosil,A-7223-006,uso en el alimento para animales
"Comercializadora E Industrializadora Loher, S.A. de C.V.",Tetra Acid Plus,A-7223-007,por
"Comercializadora Isabel, S.A. de C.V.",Good George Adulto,A-11377-001,can
"Comercializadora Malavi, S.A. de C.V.",Perrican Premium,A-9799-001,can
"Comercializadora Malavi, S.A. de C.V.",Perrican Estandar,A-9799-002,can
"Comercializadora Malavi, S.A. de C.V.",Perrican Mantenimiento,A-9799-003,can
"Comercializadora Ojevar, S.A. de C.V.",Iniciador,A-10705-002,por
"Comercializadora Ojevar, S.A. de C.V.",Desarrollo I,A-10705-004,por
"Comercializadora Ojevar, S.A. de C.V.",Finalizador,A-10705-006,por
"Comercializadora Ojevar, S.A. de C.V.",Iniciador,A-10705-022,por
"Comercializadora Ojevar, S.A. de C.V.",Desarrollo I,A-10705-024,por
"Concentra Consorcio Agroindustrial, S.A. de C.V.",Vacas Lecheras 16%,A-7332-013,bov leche
"Concentra Consorcio Agroindustrial, S.A. de C.V.",Sustituto de Leche Granjero,A-7332-017,becerros
"Concentra Consorcio Agroindustrial, S.A. de C.V.",Super Lechero 17.5%,A-7332-029,bov (lecheras)
"Concentra Consorcio Agroindustrial, S.A. de C.V.",Concentrado Finalizador,A-7332-055,por
"Concentra Consorcio Agroindustrial, S.A. de C.V.",Concentrado Crecimiento,A-7332-065,por
"Concentra Consorcio Agroindustrial,S.A de C.V",Becerras,A-7332-030,bov
"Concentra Consorcio Agroindustrial,S.A de C.V",Gestacion - Lactancia de Borregas,A-7332-056,ovi
"Concentra Consorcio Agroindustrial,S.A de C.V",Bovino Mantenimiento,A-7332-057,bov
Consolidadora de Forrajes San Hipolito S.A. de C.V.,Av-E-Digest Mx-Pigs,A-11199-001,por
"Consolidadora de Forrajes San Hipólito, S.A. de C.V.",Av-E Digest Mx Pets,A-11199-002,sin dato
Consorcio Super,Delipet Cat,A-0444-080,fel
"Consorcio Super, S. A. de C.V.",Max Pet Cachorros y Madres,A-0444-004,can
"Consorcio Super, S. A. de C.V.",Dog Joy,A-0444-026,can
"Consorcio Super, S.A. de C.V.",Max Pet,A-0444-002,can
"Consorcio Super, S.A. de C.V.",Fidely Adulto,A-0444-015,can
"Consorcio Super, S.A. de C.V.",Maxito,A-0444-079,can
"Consultoría Integral en Nutrición Animal, S. de R.L. de C.V.",Bos Tec Engorda Máxima,A-7329-002,bov
"Consultoría Integral en Nutrición Animal, S. de R.L. de C.V.",Bos Tec Corral 25 F-90,A-7329-010,bov carne
"Consultoría Integral en Nutrición Animal, S. de R.L. de C.V.",Bos Tec Corral Ghc-Dm,A-7329-011,bov carne
"Consultoría Integral en Nutrición Animal, S. de R.L. de C.V.",Veterina Corral 5,A-7329-021,bov carne
Cool Bark S. de R.L. de C.V.,Cool Bark-Treat Diario de Nutricion Avanzada,A-11097-001,can
Corporacion Santa Fe S.A de C.V.,Super-Cria Foals 24-16,A-5539-048,equ
Corporacion Santa Fe S.A. de C.V.,Super Cria 20-20 Etiqueta Roja,A-5539-055,"bov lec, bov car"
"Corporacion Santa Fe, S.A. de C.V.",Super-Cria Kittens Susrituto de Leche Vitaminado,A-5539-052,fel
"Corporación Santa Fe, S.A. de C.V.",Sustituto de Leche Para Becerros Super Cria Medicado Ii,A-5539-007,becerros
"Corporación Santa Fe, S.A. de C.V.",Substimilk I,A-5539-008,bov lech
"Corporación Santa Fe, S.A. de C.V.",Substimilk Ii,A-5539-009,bov lech
"Corporación Santa Fe, S.A. de C.V.",Substimilk Iii,A-5539-010,bov lech
"Corporación Santa Fe, S.A. de C.V.",Super Cria 22-15 Medicado,A-5539-014,bov
"Corporación Santa Fe, S.A. de C.V.",Dm 21-16,A-5539-016,becerros
"Corporación Santa Fe, S.A. de C.V.","Super Cría Cerditos ""Medicado""",A-5539-017,por
"Corporación Santa Fe, S.A. de C.V.",Lacto Cerditos 12,A-5539-018,por
"Corporación Santa Fe, S.A. de C.V.",Lacto Cerditos 17,A-5539-019,por
"Corporación Santa Fe, S.A. de C.V.",Substituto de Leche Substimilk Multi-Mama,A-5539-046,"bov, por, cap, ovi, equi, fel, can"
"Corporación Santa Fe, S.A. de C.V.",Firstep,A-5539-051,"becerros, bov leche, potrillo, equi, cabra, por, aves, conejo"
"Corporación Santa Fe, S.A. de C.V.",Substimilk 20-20,A-5539-057,bov (leche y carne)
"Corporación Santa Fe, S.A. de C.V.",Substimilk Iii Substituto de Leche Para Becerros,A-5539-058,bov. (becerros)
"Corporacion Santafe, S.A de C.V",Super Cria Vitaminado,A-5539-001,bov
"Corporacion Santafe, S.A de C.V",Super- Cria Mascotas,A-5539-013,can
"Corporacion Sante Fe, S.A. de C.V.",Super Cria Lambs 20-24,A-5539-049,substituto de leche para corderos
Corporativo Porcicola Con Marca S.A. de C.V.,Adaptación Fase 2 Cerdos,A-11123-007,por
"Corporativo Porcícola Con Marca, S.A de C.V",Preiniciador Fase 2 Cerdos,A-11123-001,sin dato
"Corporativo Porcícola Con Marca, S.A. de C.V.",Desarrollo 50-70,A-11123-004,por
"Corporativo Porcícola Con Marca, S.A. de C.V.",Adaptación Fase 1,A-11123-006,por
"Corrales el Bajo, S.Pr. de R.L.",Alimento F1,A-10017-001,bov eng
Costco de Mexico S.A. de C.V.,Canine Club,A-7397-020,can
"Cow R Us, S.A. de C.V.",Px Produccion Aq,A-9204-001,bov. leche
"Cow R Us, S.A. de C.V.",Px Engorda Cg,A-9204-002,bov. carne
"Cow R Us, S.A. de C.V.",Px Engorda G,A-9204-003,bov. carne
"Cow R Us, S.A. de C.V.",Px Fortimin Bm,A-9204-004,bov. leche
"Cri Reproduccion Animal Mexico, S.A. de C.V.",Denikalmilk Superstart,A-9431-002,sin dato
"Cri Reproduccion Animal Mexico, S.A. de C.V.",Push Calf Energy Paste,A-9431-008,bov
Cristina Mercedes Real Villalba,Azmira Lifestyle Formula Dry Dog Food,A-9189-001,sin dato
Cristina Mercedes Real Villalba,Azmira Rustic,A-9189-002,sin dato
Cristina Mercedes Real Villalba,Azmira Classic Cat Formula Dry Car Food,A-9189-003,sin dato
Cristina Mercedes Real Villalba,Azmira Beef Chicken,A-9189-004,sin dato
Cristina Mercedes Real Villalba,Azmira Lamb Barley,A-9189-005,sin dato
Cristina Mercedes Real Villalba,Azmira Ocean Fish,A-9189-006,sin dato
"Ctbio de México, S. de R.L. de C.V.",Exolution Bacterphage F,A-9032-003,"ave eng, por."
"Ctcbio de México, S. de R.L. de C.V.",Butterly Cheese,A-9032-005,por
"Daicsa del Norte de Mexico, S.A. de C.V.",Polyfat K200,A-10606-001,bov
"Daicsa del Norte de Mexico, S.A. de C.V.",Polyfat A600,A-10606-002,bov
"Daicsa del Norte de Mexico, S.A. de C.V.",Polyfat K200,A-10654-001,bov
"Daicsa del Norte de Mexico, S.A. de C.V.",Polyfat A600,A-10654-002,bov
"Daicsa del Norte de México, S.A. de C.V.",Energy Booster Mag,A-10654-004,sin dato
"Daicsa del Norte de México, S.A. de C.V.",Energy Booster Merge Hm,A-10654-005,sin dato
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Pate Con Camarones,A-10758-001,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Con Pate Con Merluza,A-10758-002,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Pate Con Pescado,A-10758-003,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Con Pate Con Pollo,A-10758-004,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Trozos Con Pollo en Salsa,A-10758-013,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Trozos Con Pavo en Salsa,A-10758-014,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Trozos Con Salmón y Bacalao en Salsa,A-10758-015,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Gato Trozos Con Trucha y Camarones en Salsa,A-10758-016,fel
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Perro Trozos Con Pollo y Verduras en Salsa,A-10758-017,can
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Perro Trozos Con Cerdo y Verduras en Salsa,A-10758-018,can
"Daniel S Fact Of Future, S. de R.L. de C.V.",Les Repas Plaisir Perro Trozos Con Pato y Verduras en Salsa,A-10758-019,can
